DomainName,EnumerantValue,EnumerantDefinition
AL010,508 = Canal Transport,"The transport of passengers and/or freight on canals involving vessels that are typically specialized for that purpose. [Description] "
AL010,513 = Harbour Control,"Serves as the authority responsible for the mooring and berthing of vessels, collecting harbour fees, and related harbour administration functions. [Description] "
AL010,510 = Port Control,"Coordinates arrangements for logistic support and port services to vessels and otherwise supports the control of port operations. [Description] "
AL010,511 = Maritime Pilotage,"The services of a maritime pilot may be obtained. [Description] A pilot is a qualified person having local knowledge of navigation hazards and is authorised to guide vessels in and out of a port or channel."
AL010,512 = Pilot Station,"A position (for example: at sea or ashore) where maritime pilots are stationed and ready to board a vessel for pilotage. [Description] A pilot is a qualified person having local knowledge of navigation hazards and is authorised to guide vessels in and out of a port or channel."
AL010,520 = Air Transport,"The transport of passengers and/or freight using aircraft, and supporting activities. [Description] Included are: transport of passengers and/or freight by air over regular routes and on regular schedules; charter flights for passengers; scenic and sightseeing flights; and non-scheduled transport of freight by air."
AL010,525 = Air Traffic Control,"The provision of one or more traffic control services (for example: area control services, approach control services, and aerodrome control services), flight information services, alerting services, and/or air traffic advisory services. [Description] "
AL010,541 = Mail and Package Transport,"The collection, pick-up, sorting, transport and delivery of letters and packages under various service obligations. [Description] One or more modes of transportion may be involved. Domestic or international delivery can occur."
AL010,540 = Postal Activities,"Provides for the collection, processing and distribution of letters, packages and other mail. [Description] Often a government-furnished service, with commercial packaging and mailing services handled elsewhere."
AL010,545 = Courier Activities,"The commercial pickup, sorting, transport and delivery (domestic or international) of letter-post and (mail-type) parcels and packages by firms not operating under a universal service obligation. [Description] One or more modes of transport may be involved and the activity may be carried out with either self-owned (private) transport or via public transport."
AL010,529 = Transportation Support,"Activities, devices and operations associated with transportation. [Description] "
AL010,488 = Navigation,"Supports directing the movement of vehicles (for example: ships or airplanes) from one point to another safely and efficiently. [Description] Includes, for example: course planning, position determination, hazard avoidance, and environmental condition (for example: weather) reporting."
AL010,486 = Signalling,"The use of signals for controlling a transportation system. [Description] For example, station displays to advise passengers of vehicle arrival and/or departure times, railway signals to control use of track segments, and road signage to advise motorists of hazards, detours, and/or road closures."
AL010,487 = Transport System Maintenance,"The routine maintenance and/or repair of transport systems (for example: railways, pipelines, or roads) and their associated stations and/or terminals (for example: ferry docks or runways). [Description] "
AL010,530 = Warehousing and Storage,"The operation of storage and/or warehouse facilities for all kind of goods (for example: grain silos, general merchandise warehouses, refrigerated warehouses, or storage tanks). [Description] "
AL010,536 = Cargo Handling,"The loading and/or unloading of goods of all types irrespective of the mode of transport used for transportation. [Description] Includes, for example: luggage handling at aerodromes; bulk and break-bulk cargo operations at marine terminals; and petroleum transfer between pipelines and vessels."
AL010,535 = Motor Vehicle Parking,"Provides parking for motor vehicles. [Description] May be covered (for example: a parking garage) or uncovered (for example: a parking lot), and the overall allowed motor vehicle dimensions may be limited."
AL010,539 = Inspection,"Serves as a location where vehicles, goods, and/or people are inspected and/or regulated. [Description] "
AL010,537 = Customs Checkpoint,"Serves as a government checkpoint where customs duties are collected, the flow of goods are regulated and restrictions enforced, and shipments or vehicles are cleared for entering or leaving a country. [Description] "
AL010,538 = Inspection Station,"Serves as an official site at which vehicles, goods, and/or people are checked and/or measured against established standards. [Description] Includes the building(s) and associated equipment used in the inspection process. The site may show evidence of permanently emplaced equipment used to weigh motor vehicles (for example: scales or weighing platforms)."
AL010,550 = Accommodation,"The provision of lodging ranging from short-stay (for example: nightly) through long-term primary residences. [Description] May include the provision of meals, entertainment and/or recreational facilities. The amount and type of supplementary services provided may vary widely."
AL010,548 = Short-term Accommodation,"Provides lodging on a nightly or weekly basis. [Description] Short-term accommodations include furnished rooms or suites or complete self-contained units with kitchens, housekeeping services, and may often include a range of additional services such as food and beverage services, parking, laundry services, swimming pools and exercise rooms, recreational facilities and conference and convention facilities."
AL010,559 = Communal Bath,"A site providing bathing activities that are participated in, shared, or used in common by members of a group or community. [Description] Includes the structure(s) and associated equipment used in the bathing activities.ÿTypically, separate areas are provided at the site for each gender.ÿ At some sites, the customers may be required to pay in order to use the facilities. Often a natural, hot-water spring is sought out as the site for a communal bath and advertised as an enhancement to draw more customers."
AL010,554 = Guest-house,"A private home that takes in short-term (for example: nightly or weekly) guests, often with meals (for example: breakfast) included in the price of lodging. [Description] May have shared or separate bathrooms. Can range from modest homes with one spare room to elaborately restored historic houses with luxury prices."
AL010,555 = Hostel,"An inexpensive short-term (for example: nightly or weekly) accommodation, typically in dormitory style with multiple guests sleeping in the same room and sharing a bathroom. [Description] Usually used by younger travelers, particularly encouraging outdoor activities and cultural exchange."
AL010,551 = Hotel,"An establishment that provides lodging, usually on a short-term (for example: nightly) basis, with separate sleeping rooms with private bathrooms. [Description] Additional guest services are often provided (for example: a restaurant, a swimming pool or child care) and the sleeping rooms may be expanded to a suite of rooms including separate cooking, entertainment, and sleeping areas. Some hotels have conference services and encourage groups to hold conventions and meetings at their location."
AL010,553 = Motel,"A roadside hotel catering primarily for motorists, offering a place to sleep and motor vehicle parking. [Description] Modern motels offer most of the features of hotels (for example: a restaurant)."
AL010,552 = Resort,"A specialized hotel, usually fashionable, where people go for vacation, health (for example: a spa), and/or participation sports activities (for example: skiing). [Description] A resort attempts to provide for most of a vacationer's wants within a self-contained complex providing hotel accomodation, restaurants, bars, recreation and sport facilities, entertainment venues, and shops."
AL010,557 = Vacation Cottage,"A private weekend and/or summer season holiday residence. [Description] May be attached, or detached, from adjacent residences. They are generally located in or near areas of scenic beauty (for example: lakes, rivers, oceans, or wilderness areas) and are often utilized for outdoor recreational activities (for example: fishing, hiking, or sailing)."
AL010,549 = Long-term Accommodation,"Provides lodging on a temporary or longer-term basis which, for the period of occupancy, may serve as a principal residence. [Description] "
AL010,556 = Dormitory,"An inexpensive long-term (for example: monthly) accommodation with one or more communal sleeping areas and shared bathrooms. [Description] Commonly located at educational facilities (for example: a college or university) where students board during the academic season. Two or more students may share a sleeping room, and a cafeteria is usually located in the same building or nearby. May also be used to house military personnel either dormitory style in separate rooms with one to four roommates or in an open-bay style with a dozen or more service members bunking together in a single space."
AL010,558 = Dependents Housing,"An inexpensive long-term (for example: monthly) accommodation for military service members that are accompanied by their families. [Description] It is usually located on a protected military installation and accommodations may also be available for government contractor personnel. Similar considerations may apply to others in government service that are stationed overseas (for example: diplomatic personnel)."
AL010,563 = Residence,"The provision of accommodation in the form of a long-term primary residence. [Description] Includes, for example: apartments, condominiums, houses (either attached or detached), and manufactured houses. May be rented or owner-occupied and each generally serves as the residence of a single (perhaps extended) family."
AL010,570 = Food Service,"Any meal prepared outside the residence by businesses, institutions, or companies. [Description] "
AL010,572 = Restaurant,"The activity of providing food services to customers, whether they are served while seated or serve themselves from a display of items. [Description] The prepared meals are usually eaten on the premises, however they may be taken out to be eaten elsewhere. In some cases the meals may be ordered in advance and delivered to the customer location."
AL010,573 = Bar,"The activity of providing alcholic refreshment services to customers, whether they are served while individually seated or together at a counter (a 'bar'). [Description] It usually has different hours from a restaurant, may have entertainment (for example: live music and/or other 'theater' type activities), and may serve light meals."
AL010,574 = Dining Hall,"The activity of providing food services in which there is no table service and instead there are food-serving counters or stalls where customers take the food they require as they walk along, place it on a tray, and take the tray to their table. [Description] Dining halls are often used in institutional settings (for example: schools, hospitals, museums, residence halls, and military bases). Payment may be either at a flat-rate on entrance (for example: a buffet) or on a per-item basis at check-out (for example: a cafeteria)."
AL010,578 = Banquet Hall,"The activity of hosting public and/or private business and social events centered on the consumption of food and drink while siting at tables, in which persons are gathered for some common purpose (for example: a wedding reception or an awards ceremony). [Description] Usually held in a building that includes kitchen facilities for on-premises food preparation and open room(s) with many tables."
AL010,580 = Publishing and Broadcasting,"The activities of producing and disseminating vocal, pictorial and/or textual information and cultural products, including a means to transmit or distribute these products, as well as data or communications, information technology activities. [Description] Publishing is the process of production and dissemination of literature or information to the general public. Forms of publishing include print, electronic or audio, the Internet or as multimedia products such as CD-ROM reference books. Broadcasting is the distribution of audio and video content to an audience via radio, television, cable or the internet."
AL010,582 = Print Publishing,"The activities of publishing newspapers, including advertising newspapers as well as periodicals and other journals. [Description] The information is usually published in print form, but may also (or alternatively) be published in electronic form, including on the Internet."
AL010,601 = Radio Broadcasting,"The activities of broadcasting audio signals through radio broadcasting studios and facilities for the transmission of aural programming to the public, to affiliates or to subscribers. [Description] May include the preparation of content (for example: in a news studio), radio broadcasting activities over the Internet (Internet radio stations), and/or data broadcasting integrated with radio broadcasting."
AL010,604 = Television Broadcasting,"The activities of television channels broadcasting images, together with sound and/or data, through television broadcasting studios and transmission of programming over the public airwaves. [Description] May include the preparation of content (for example: in a news studio). The schedule of programming may be self produced or acquired from others, and visual programming may be transmitted to affiliated broadcast television stations, which in turn broadcast the programs to the public on a predetermined schedule over cable or the internet."
AL010,632 = Information Service,"Services which research, maintain, hold and/or provide information. [Description] "
AL010,633 = Public Records,"The activity of keeping records that the general public has a right to examine on file in a public office. [Description] Public records may be maintained and held in many different physical forms including, for example, textual correspondence, completed paper documents, bound record books, photographs, film, sound recordings, map drawings, Compact Disc (CD) or Digital Versatile Disc (DVD), or other forms of machine-readable materials."
AL010,610 = Telecommunications,"The transmission and receipt of voice, data, text, sound and/or video by electronic means. [Description] For example, telegraphy, television broadcasting, satellite radio, digital mobile phone service, and the Internet."
AL010,612 = Retail Telecommunications,"The retail transmission and receipt of voice, data, text, sound and/or video by electronic means. [Description] For example, telephone and Internet access service."
AL010,614 = Wired Telecommunications,"The activities of operating, maintaining and/or providing access to facilities for the transmission of voice, data, text, sound, and video using a wired (for example: copper wire or fibre optic) telecommunications infrastructure. [Description] The transmission facilities that carry out these activities may be based on a single technology or a combination of technologies. Includes, for example: switching and transmission facilities to provide point-to-point communications via landlines, microwave, or a combination of landlines and satellite linkups; cable distribution systems (for example: for distribution of data and television signals); furnishing telegraph and other non-vocal communications; and the provision of Internet access by the operator of the wired infrastructure."
AL010,615 = Main Telephone Exchange,"Switching equipment to which subscriber home and business lines are connected (the connection is termed a 'local loop') that can either circuit-switch subscriber lines locally or to long-distance carrier 'trunk lines'. [Description] Generally located in a secure, self-contained telecommunications equipment building that houses servers, storage systems, switching equipment, emergency power systems, and related devices that are used to run telephone systems."
AL010,616 = Branch Telephone Exchange,"A local, usually private, telephone switch that provides circuit-switching within an organization (for example: for an office or campus). [Description] Evolved from the manual switchboard (operated by a person plugging cables into sockets and termed a 'private manual branch exchange'), internal calls are routed locally, sharing a limited set of outside lines to the main telephone exchange (central office) operated by the telephone company. Outgoing calls are made by dialing 9 (or 0 in some systems) followed by the external number; an outgoing trunk line is automatically selected upon which to complete the call."
AL010,617 = Wired Repeater,"Receives a weak or low-level wired (for example: copper wire or fibre optic) telecommunication signal and retransmits it at a higher level or higher power, so that the signal can cover longer distances without degradation. [Description] Repeaters (termed 'boosters') are often used in trans-continental and trans-oceanic cables, because the attenuation (signal loss) over such distances would be completely unacceptable without them. Digital Subscriber Line (DSL) repeaters are installed every 3 kilometres (approximately 10,000 feet) or so along telephone trunk lines to allow the digital data transmission signals to travel longer distances to remote customers."
AL010,620 = Wireless Telecommunications,"The activities of operating, maintaining and/or providing access to facilities for the transmission of voice, data, text, sound, and video using a wireless telecommunications infrastructure. [Description] These facilities provide omnidirectional transmission via airwaves and they may be based on a single technology or a combination of technologies. Includes, for example, operating paging as well as cellular and other wireless telecommunications networks as well as the provision of Internet access by the operator of the wireless infrastructure."
AL010,621 = Mobile Phone Service,"Supports voice transmission and reception using wireless radio wave transmission technology, communicating via a cellular network of base stations (cell sites), which is in turn linked to the conventional telephone network. [Description] In addition to the standard voice function of a telephone, a mobile phone can support many additional services such as SMS for text messaging, packet switching for access to the Internet, and MMS for sending and receiving photos and video."
AL010,622 = Wireless Repeater,"A combination of a receiver and a transmitter that receives a weak or low-level telecommunication signal and retransmits it at a higher level or higher power, so that the signal can cover longer distances without degradation. [Description] Wireless repeaters are used extensively (for example: in dispatching, amateur radio, and emergency services communications) to relay radio signals across a wider area. With most emergency dispatching systems (for example: police, fire brigade, ambulance, taxicab, tow truck, and other services), the repeater is synonymous with the base station, which performs both functions. A duplex repeater uses two radio frequencies; an 'Input' frequency, which it monitors for signals, and an 'Output' frequency, on which it retransmits the received signals at a higher power or higher altitude. Full-duplex repeators are commonly used in radio and television broadcasting in mountainous regions (termed 'broadcast translator' or 'broadcast repeator')."
AL010,625 = Satellite Telecommunications,"The activities of operating, maintaining and/or providing access to facilities for the transmission of voice, data, text, sound, and video using a satellite telecommunications infrastructure. [Description] Includes, for example, the delivery of visual, aural or textual programming received from cable networks, local television stations, or radio networks to consumers via direct-to-home satellite systems as well as the provision of Internet access by the operator of the satellite infrastructure."
AL010,626 = Satellite Ground Control,"The activities of command and control, tracking, and maintenance (for example: subsystem analysis, system planning and scheduling, orbit determination and maintenance, and data routing and control) of an artificial satellite in orbit from ground-based facilities. [Description] The ground control facility may also directly or indirectly support the overall satellite mission (for example: data and communication relay, or sophisticated data collection and processing)."
AL010,640 = Financial Services,"Activities involving the obtaining, holding, redistribution and/or management of funds and other assets of monetary value, including banking, investment, and insurance, and other than compulsory government-managed social security. [Description] For example, monetary intermediation, central banking, and retail banking (including savings banking, postal savings banking and credit unions)."
AL010,642 = Central Banking,"The provision of governmental banking services including supervisory monetary policy for a country or a group of member states (for example: the European Union). [Description] The primary responsibility is to maintain the stability of the national currency and money supply, but more active duties include controlling subsidized loan interest rates, and acting as a 'bailout' lender of last resort to the banking sector during times of financial crisis. There may also be supervisory powers to ensure that banks and other financial institutions do not behave recklessly or fraudulently."
AL010,643 = Retail Banking,"The receiving of deposits and/or close substitutes for deposits and extending of credit or lending funds. [Description] "
AL010,651 = Insurance,"Engaged in a form of risk management primarily used to hedge against the risk of potential financial loss. [Description] Insurance is defined as the equitable transfer of the risk of a potential loss, from one entity to another, in exchange for a premium and duty of care. There are many types of insurance, for example: casualty, disability, health, liability, life, motor vehicle, property, and workers' compensation."
AL010,662 = Financial Market Administration,"The operation and supervision of financial markets other than by public authorities (for example: commodity contracts exchanges, futures commodity contracts exchanges, securities exchanges, stock exchanges, or stock or commodity options exchanges). [Description] "
AL010,663 = Security Brokerage,"The operation of security and commodity brokerages dealing in financial markets on behalf of others (for example: stock broking) and related activities. [Description] "
AL010,671 = Fund Management,"Financial portfolio and fund management activities on a fee or contract basis (for example: management of mutual funds, pension funds, or other investment funds). [Description] "
AL010,680 = Real Estate Activities,"Acting as lessors, agents and/or brokers in land along with anything permanently affixed to the land (for example: buildings). [Description] For example, selling or buying real estate, renting real estate, or providing other real estate services such as appraising real estate or acting as real estate escrow agents."
AL010,"681 = Professional, Scientific and Technical","A variety of activities of a professional nature which provides assistance to clients. [Description] It includes those activities for which more advanced professional, scientific and technical skill levels are required."
AL010,696 = Accounting,"Accounting, bookkeeping, auditing and tax consultancy activities. [Description] Includes, for example: recording of commercial transactions from businesses or others, preparation or auditing of financial accounts, examination of accounts and certification of their accuracy, preparation of personal and business income tax returns, and advisory activities and representation (other than legal representation) on behalf of clients before tax authorities."
AL010,741 = Advertising,"The provision of a full range of advertising services including advice, creative services, production of advertising material, media planning, and the purchase of media placement. [Description] Includes, for example, the creation and realization of advertising campaigns (for example: creation and placement of advertising in print media, electronic services, and/or on outdoor displays) and conducting marketing campaigns and other advertising services aimed at attracting and retaining customers (for example: product promotion, point-of-sale marketing, and direct mail advertising)."
AL010,711 = Architecture Consulting,"The provision of architectural consulting services (for example: building design and drafting, town and city planning, or landscape architecture). [Description] "
AL010,706 = Business Management,"The provision of advice and assistance to businesses and other organizations on management issues. [Description] Includes, for example: strategic and organizational planning; financial planning and budgeting; marketing objectives and policies; human resource policies, practices, and planning; production scheduling; and control planning. It also includes the overseeing and managing of other units of the same company or enterprise, that is the activities of head offices."
AL010,714 = Engineering Design,"The provision of engineering design and consulting services (for example: industrial plant design). [Description] Includes projects involving, for example: civil engineering; hydraulic engineering; traffic engineering; electrical and electronic engineering; mining engineering; chemical engineering; mechanical, industrial and systems engineering; safety engineering; and water management."
AL010,701 = Head Office,"The overseeing and managing of other units of a company or enterprise, undertaking the strategic or organizational planning and decision making role of the company or enterprise. [Description] Units in this class exercise operational control and manage the day-to-day operations of their related units. Includes, for example: head offices, centralized administrative offices, corporate offices, district and regional offices, and subsidiary management offices."
AL010,691 = Legal Activities,"The legal representation of one party's interest against another party, whether or not before courts or other judicial bodies by, or under supervision of, persons who are members of the bar (for example: advice and representation in civil cases or criminal actions). [Description] Also includes, for example: advice and representation in connection with labour disputes, general counselling and advising, preparation of legal documents (for example: articles of incorporation, partnership agreements, patents and copyrights, or the preparation of deeds, wills and trusts), and other activities of notaries public, civil law notaries, bailiffs, arbitrators, examiners and referees."
AL010,752 = Photography,"Photographic activities including commercial (for example: advertising) and consumer (for example: portrait or wedding) photograph production, fine art photography, editorial photography, and photojournalism. [Description] "
AL010,720 = Scientific Research and Development,"Future-oriented, longer-term activities in science or technology, using similar techniques to scientific research without pre-determined outcomes and with broad forecasts of commercial yield. [Description] Includes three types of research and development: 1) basic research: experimental or theoretical work undertaken primarily to acquire new knowledge of the underlying foundations of phenomena and observable facts, without particular application or use in view, 2) applied research: original investigation undertaken in order to acquire new knowledge, directed primarily towards a specific practical aim or objective and 3) experimental development: systematic work, drawing on existing knowledge gained from research and/or practical experience, directed to producing new materials, products and devices, to installing new processes, systems and services, and to improving substantially those already produced or installed."
AL010,725 = Nuclear Research Centre,"An establishment supporting nuclear (atomic) experimentation or research. [Description] May support scholarly investigation or inquiry, but generally intended to ultimately result in commercial and/or military products."
AL010,721 = Observation Station,"A structure designed and equipped for making observations of astronomical, meteorological, or other natural phenomena. [Description] "
AL010,722 = Weather Station,"An observation station where meteorological data are gathered, recorded, and released. [Description] "
AL010,730 = Wind Tunnel,"A tunnel-like apparatus for producing an air-stream of known velocity past models (for example: of aircraft and/or buildings) in the study of wind flow or wind effects on the full-size object. [Description] "
AL010,717 = Surveying,"The provision of geophysical, geologic, seismic and geodetic surveying and mapping services. [Description] Includes, for example: land and boundary surveying, hydrologic surveying, subsurface surveying, and cartographic and spatial information activities."
AL010,757 = Veterinary,"The provision of animal health care and control activities for farm animals or pet animals. [Description] "
AL010,760 = Business and Personal Support Services,"A variety of routine support activities for the day-to-day operations of organizations, businesses and in some cases, households or individuals. [Description] "
AL010,810 = Administration,"The performance of one or more administrative or management functions. [Description] "
AL010,919 = Animal Boarding,"A location at which pets (for example: dogs or cats) may be temporarily housed. [Description] May also provide other services, for example: breeding, grooming, obedience training or veterinary care."
AL010,962 = Beauty Treatment,"The enhancement of apparent personal beauty through a variety of hair (for example: washing, trimming and cutting, setting, dyeing, tinting, waving, or straightening), skin (for example: facial massage or the application of make-up) and/or nail care (for example: manicure or pedicure) services. [Description] May take place at a 'beauty salon', where beauty products may also be purchased."
AL010,807 = Call Centre,"A centralized office used for the purpose of receiving (termed an 'inbound call centre') and transmitting (termed an 'outbound call centre') a large volume of requests by telephone. [Description] The activities of inbound call centres include: answering calls from clients by using human operators, automatic call distribution, computer telephone integration, interactive voice response systems or similar methods to receive orders, provide product information, deal with customer requests for assistance or address customer complaints. The activities of outbound call centres include: using similar methods to sell or market goods or services to potential customers, undertake market research or public opinion polling and similar activities for clients."
AL010,791 = Custodial Service,"The general (non-specialized) cleaning activities of all types of buildings (for example: offices, houses or apartments, factories, stores, or institutions) and other business and professional premises and multi-unit residential buildings. [Description] These activities are mostly interior cleaning although they may include the cleaning of associated exterior areas such as windows or passageways."
AL010,770 = Employment Agency,"The activities of listing employment vacancies and referring or placing applicants for employment, where the individuals referred or placed are not employees of the employment agencies, supplying workers to clients' businesses for limited periods of time to supplement the working force of the client, and the activities of providing human resources and human resource management services for others on a contract or fee basis. [Description] "
AL010,809 = Headquarters,"Devoted to overseeing the performance of one or more administrative or management functions. [Description] "
AL010,795 = Landscaping Service,"The planting, care and maintenance of parks and gardens (for example: for private and public buildings, municipal grounds, or highways), green areas (for example: indoor gardens, sports grounds, play grounds or other recreational parks), stationary and flowing water (for example: basins, ponds, swimming pools, or watercourses), and plants placed for protection against noise, wind, erosion, visibility and/or dazzling. [Description] Includes, for example, leaf and litter removal, trimming, fertilizing, and replacement of dead plants."
AL010,961 = Laundry,"The laundering, dry-cleaning and/or pressing, of all kinds of clothing (including fur) and textiles. [Description] May be provided by mechanical equipment, by hand or by self-service coin-operated machines, whether for the general public or for industrial or commercial clients (for example: provision of linens or work uniforms). The dirty laundry may be collected, and the clean laundry delivered, to the client on a scheduled basis."
AL010,761 = Motor Vehicle Rental,"The renting and operational leasing of motor vehicles (for example: passenger cars (without drivers), trucks, utility trailers, or recreational vehicles). [Description] "
AL010,801 = Office Administration,"The provision of a range of day to day office administrative services, such as financial planning, billing and record keeping, personnel and physical distribution and logistics for others on a contract or fee basis. [Description] Includes other support activities that are ongoing routine business support functions that businesses and organizations traditionally do for themselves (for example: transcription, document editing or proofreading, photocopying, or digital printing or prepress services)."
AL010,775 = Travel Agency,"The activities of agencies, primarily engaged in selling travel, tour, transportation and accommodation services on a wholesale or retail basis to the general public and commercial clients. [Description] "
AL010,808 = Public Administration,"Federal, state, and local government agencies that administer, oversee, and manage public programs and have executive, legislative, or judicial authority over other institutions within a given area. [Description] "
AL010,811 = Government,"The performance of one or more functions of government (for example: executive, legislative, judicial, or defence) at all jurisdictional levels. [Description] "
AL010,814 = National Government,"The performance of one or more functions of government (for example: executive, legislative, or judicial) at a national jurisdictional level. [Description] "
AL010,813 = Subnational Government,"The performance of one or more functions of government (for example: executive, legislative, or judicial) at a subnational jurisdictional level. [Description] Subnational governments manage the principal administrative divisions of a nation. Common principal administrative subdivisions include, for example, a (US) state, (UK) county, (CA) province, (FR) departement, (CH) canton, or (GE) laender."
AL010,812 = Local Government,"The performance of one or more functions of government (for example: executive, legislative, or judicial) at a local jurisdictional level (for example: municipal, town, or city). [Description] It is often the case that all of the local governmental functions are co-located (for example: in a town hall)."
AL010,818 = Executive Activities,"The performance of one or more administrative functions of government (for example: daily administration of the state bureaucracy, deciding how to enforce the law, determining military policy, or overseeing ambassadors and determining foreign policy) at any jurisdictional level. [Description] "
AL010,819 = Legislative Activities,"The performance of one or more legislative functions of government (for example: enactment of laws, raising or lowering taxes, or adopting a budget) at any jurisdictional level. [Description] "
AL010,822 = Civil Activities,"The performance of one or more non-defence functions of government (for example: executive, legislative or judicial). [Description] "
AL010,817 = Capitol,"A centre housing the executive and/or legislative branches of a government. [Description] "
AL010,815 = Palace,"An executive centre for administration (usually of a State) that also houses, or has previously housed, a royal residence. [Description] May alternatively serve as the residence of a high dignitary in a religious establishment or government (for example: a president)."
AL010,821 = Polling Station,"The function of serving as a place where voters cast their ballots in an election. [Description] Polling stations are often located at sites used for other purposes, such as schools or local government offices. Typically, equipment used to collect ballots or cast votes is set up temporarily at the site."
AL010,825 = Diplomacy,"The art and practice of conducting negotiations between accredited persons representing groups or States. [Description] It usually refers to international diplomacy, the conduct of international relations (for example: peace-making, culture, economics, trade or war) through the intercession of professional diplomats. International treaties are usually negotiated by diplomats prior to endorsement by national politicians."
AL010,828 = Consul,"A representative of a sovereign State, posted to a foreign territory, in charge of matters outside inter-governmental diplomacy (for example: related to individual people and/or businesses). [Description] The offices of consuls (known as consulates) are more numerous than diplomatic missions, the latter being posted only in a foreign capital, while consular ones are also posted in various cities throughout the country, especially centers of economic activity, or wherever there is a significant population of its citizens (expatriates) in residence. Consulates are subordinate posts of their State's diplomatic mission."
AL010,826 = Diplomatic Mission,"A group of people from one State present in another State in order to represent the sending State in the receiving State. [Description] It usually denotes a permanent mission, namely the office of a State's diplomatic representatives in the capital city of another State. Under international law, diplomatic missions enjoy an extraterritorial status and thus, although remaining part of the host (receiving) State's territory, they are accorded diplomatic immunity (for example: are exempt from local law) and in almost all respects treated as being part of the territory of the home (sending) State."
AL010,827 = Embassy,"A diplomatic mission headed by an ambassador, a diplomatic official accredited to a foreign sovereign or government, or to an international organization, to serve as the official representative of their own State. [Description] In common usage an ambassador is the ranking plenipotentiary minister (representing their head of state) stationed in a foreign capital. The host State typically allows the ambassador control of specific territory (also called an embassy). The term 'embassy' may also be applied to the office of the ambassador."
AL010,835 = Defence Activities,"The administration, supervision and/or operation of military defence affairs and land, sea, air and space defence forces. [Description] "
AL010,836 = Armory,"The operation of storage facilities (for example: a depot) for military equipment, especially including weapons and/or ammunition. [Description] The facility usually segregates weapons from their ammunition, is carefully guarded, and may be housed within a larger facility (for example: a building)."
AL010,829 = Maritime Defense,"The protection of the public, the environment, and national economic and security interests in maritime regions including international waters and national coasts, ports, and inland waterways. [Description] Activities include: maritime safety (prevention of deaths, injuries, and property damage associated with maritime transportation, fishing, and recreational boating); maritime security (protection of national maritime borders from intrusions, including the flow of illegal drugs, aliens, and contraband through maritime routes, preventing illegal fishing, and suppressing violations of national law in the maritime arena); maritime mobility (facilitation of maritime commerce and the elimination of interruptions and impediments to the efficient and economical movement of goods and people, while maximizing recreational access to and enjoyment of the water); and protection of natural resources (prevention of environmental damage and the degradation of natural resources associated with maritime transportation, fishing, and recreational boating)."
AL010,838 = Military Recruitment,"The recruitment of individuals into voluntary military service. [Description] May be restricted to specific facilities termed a 'recruitment centre' or 'recruiting station'."
AL010,837 = Military Reserve Activities,"The administration and training of military reserve personnel. [Description] May be restricted to specific facilities that have been specially prepared for mustering on a part time basis, use and interim storage of unit level weapons, and/or equipment. Such facilities may also serve as a military reserve headquarters."
AL010,"830 = Public Order, Safety and Security Services","Activities engaged in the administration of justice, public order, safety and security. [Description] "
AL010,831 = Public Order,"Activities engaged in administration and operation of administrative civil and criminal law courts, military tribunals, judicial system, criminal and civil law enforcement, traffic safety, immigration control, correctional services and other activities related to the enforcement of the law and preservation of order. [Description] "
AL010,842 = Immigration Control,"The regulation of the movement of people between States. [Description] Accomplished at a physical checkpoint located at an international boundary or port."
AL010,843 = Imprisonment,"To keep prisoners in a place of confinement. [Description] May occur for either civil or criminal misconduct, and may be used to temporarily detain suspects awaiting trial."
AL010,840 = Judicial Activities,"The administration and operation of administrative, civil and criminal law courts, military tribunals and the judicial system, including legal representation and advice on behalf of the government or when provided by the government in cash or services. [Description] May also include the rendering of judgments and interpretations of the law, and the arbitration of civil actions."
AL010,844 = Juvenile Corrections,"The discipline, reformation, and training of young offenders. [Description] May involve minimizing the use of penal care (for example: a prison specializing in youthful offenders) and maximizing of the use of less-restrictive settings which allow the youths to remain either in their own homes or in 'halfway houses' offering structured custodial care, usually while attending a special school during the daytime."
AL010,841 = Law Enforcement,"The administration and operation of regular and auxiliary police forces involved in the prevention, investigation, apprehension, or detention of individuals suspected or convicted of offenses against the criminal laws. [Description] May include auxiliary duties (for example: traffic regulation, alien registration, or maintenance of arrest records)."
AL010,832 = Safety,"Activities engaged in firefighting, fire prevention, rescue and assistance provided in disasters, floods, accidents and other types of hazards and threats. [Description] "
AL010,845 = Firefighting,"The administration and operation of regular and auxiliary fire brigades in fire prevention and firefighting. [Description] May also include assistance in non-fire emergencies (for example: civic disasters, floods, or road accidents)."
AL010,846 = Rescue and Paramedical Services,"The administration and operation of specially trained rescue and paramedical personnel qualified to extract individuals from life-threatening situations and to administer emergency medical treatment. [Description] "
AL010,847 = Emergency Operations,"The coordination of information and resources to support incident management actions taken during an emergency period to protect life and property, care for the people affected, and temporarily restore essential community services. [Description] Emergency operations may be managed at a temporary facility or may be located in a more central or permanently established facility, perhaps at a higher level of organization within a jurisdiction. Emergency operations may be organized by major functional disciplines (for example: fire, law enforcement, and medical services), by jurisdiction (for example: national, subnational, regional, local), or some combination thereof."
